Assembly Accession	Assembly Name	Assembly LongName	Assembly Level	Assembly Refseq Category	Assembly BioProject Accession	Organism Taxonomic ID	Organism Name	Assembly BioSample Description Organism Name	ANI Submitted organism	Assembly BioSample Strain	Assembly BioSample Isolate	Assembly BioSample Accession	Assembly BioSample Sample name	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Isolation source	Assembly BioSample Source type	Assembly BioSample Geographic location	Assembly BioSample Latitude and Longitude	Assembly BioSample Collection date	Assembly BioSample Collected by	Assembly BioSample Identified by	Assembly BioSample Submission date	Assembly BioSample Publication date	Assembly Sequencing Tech	Assembly Assembly Method
GCA_049765675.1	PDT002721236.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3300	SAMN44017471		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.133	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765695.1	PDT002721235.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3320	SAMN44017472		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.143	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765715.1	PDT002721234.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3348	SAMN44017473		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.153	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765735.1	PDT002721231.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3490	SAMN44017476		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.180	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765755.1	PDT002721230.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER1170	SAMN44017542		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:06.816	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765775.1	PDT002721229.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER1201	SAMN44017543		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:06.826	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765795.1	PDT002721228.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER1202	SAMN44017544		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:06.836	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765815.1	PDT002721227.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER1330	SAMN44017545		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:06.846	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765835.1	PDT002721226.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER1375	SAMN44017546		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:06.856	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765855.1	PDT002721225.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER1474	SAMN44017547		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:06.863	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765875.1	PDT002721224.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER2956	SAMN44017592		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.323	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765895.1	PDT002721223.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER2982	SAMN44017593		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.333	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765915.1	PDT002721222.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3010	SAMN44017594		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.343	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765935.1	PDT002721221.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3042	SAMN44017595		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.353	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765955.1	PDT002721220.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3044	SAMN44017596		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.360	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765975.1	PDT002721219.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3045	SAMN44017597		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.370	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049765995.1	PDT002721218.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER2630	SAMN44017463		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.056	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766015.1	PDT002721217.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3058	SAMN44017598		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.380	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766035.1	PDT002721216.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3059	SAMN44017599		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.390	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766055.1	PDT002721215.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3067	SAMN44017600		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.400	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766075.1	PDT002721214.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3094	SAMN44017601		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.410	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766095.1	PDT002721213.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3095	SAMN44017602		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.416	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766115.1	PDT002721212.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3121	SAMN44017603		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.430	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766135.1	PDT002721211.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3124	SAMN44017604		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.436	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766155.1	PDT002721210.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3127	SAMN44017605		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.446	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766175.1	PDT002721208.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3190	SAMN44017607		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.466	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766195.1	PDT002721209.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3189	SAMN44017606		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.456	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766215.1	PDT002721207.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER2712	SAMN44017464		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.066	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766235.1	PDT002721206.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3218	SAMN44017608		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.476	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766255.1	PDT002721205.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3277	SAMN44017609		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.483	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766275.1	PDT002721204.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3278	SAMN44017610		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.493	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766295.1	PDT002721203.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3279	SAMN44017611		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.503	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766315.1	PDT002721202.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3288	SAMN44017612		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.513	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766335.1	PDT002721201.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22ER3310	SAMN44017613		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-02T04:06:07.523	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766355.1	PDT002721199.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER2150	SAMN44017451		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:05.930	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766375.1	PDT002721197.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3642	SAMN44017479		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.210	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766395.1	PDT002721198.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3616	SAMN44017478		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.200	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766415.1	PDT002721196.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3683	SAMN44017480		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.220	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766435.1	PDT002721195.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3686	SAMN44017481		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.226	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766455.1	PDT002721194.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3687	SAMN44017482		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.236	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766475.1	PDT002721192.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3732	SAMN44017484		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.256	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766495.1	PDT002721191.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3745	SAMN44017485		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.266	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766515.1	PDT002721189.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3774	SAMN44017487		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.286	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766535.1	PDT002721187.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3804	SAMN44017488		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.293	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766555.1	PDT002721188.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER2198	SAMN44017452		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:05.940	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766575.1	PDT002721186.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3848	SAMN44017489		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.303	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766595.1	PDT002721185.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3871	SAMN44017490		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.313	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766615.1	PDT002721184.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3985	SAMN44017491		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.323	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766635.1	PDT002721183.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER3986	SAMN44017492		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.333	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766655.1	PDT002721182.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER4139	SAMN44017493		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.340	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766675.1	PDT002721181.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER4141	SAMN44017494		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.350	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766695.1	PDT002721180.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER4142	SAMN44017495		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.360	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766715.1	PDT002721179.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER4143	SAMN44017496		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.370	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766735.1	PDT002721178.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER4170	SAMN44017497		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:06.380	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049766755.1	PDT002721177.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		21ER2199	SAMN44017453		Homo sapiens	Yersiniosis	clinical		New Zealand	40.90 S 174.88 E	2021	ESR		2024-10-02T04:06:05.950	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049826145.1	PDT002724018.1		Contig		PRJNA481015	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	01726459		SAMN48058510		Homo sapiens	Not available	human		United Kingdom: United Kingdom	Missing	2025-04	PHE		2025-04-18T15:16:06.760	2025-04-19T00:50:18.053	ILLUMINA	SKESA v. 2.2
GCA_049826165.1	PDT002724017.1		Contig		PRJNA481015	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	01727000		SAMN48058431		Homo sapiens	Not available	human		United Kingdom: United Kingdom	Missing	2025-04	PHE		2025-04-18T15:11:05.400	2025-04-19T00:50:18.030	ILLUMINA	SKESA v. 2.2
GCA_049826185.1	PDT002724016.1		Contig		PRJNA481015	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	01726999		SAMN48058429		Homo sapiens	Not available	human		United Kingdom: United Kingdom	Missing	2025-04	PHE		2025-04-18T15:11:05.067	2025-04-19T00:50:18.020	ILLUMINA	SKESA v. 2.2
GCA_049826205.1	PDT002724015.1		Contig		PRJNA481015	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	01726457		SAMN48058334		Homo sapiens	Not available	human		United Kingdom: United Kingdom	Missing	2025-04	PHE		2025-04-18T15:06:05.280	2025-04-19T00:50:17.990	ILLUMINA	SKESA v. 2.2
GCA_049826225.1	PDT002724014.1		Contig		PRJNA481015	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	01726460		SAMN48058335		Homo sapiens	Not available	human		United Kingdom: United Kingdom	Missing	2025-04	PHE		2025-04-18T15:06:05.517	2025-04-19T00:50:18.000	ILLUMINA	SKESA v. 2.2
GCA_049836175.1	PDT002721842.1		Contig		PRJNA481015	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	01726053		SAMN48035605		Homo sapiens	Not available	human		United Kingdom: United Kingdom	Missing	2025-04	PHE		2025-04-17T15:06:05.640	2025-04-18T00:50:21.927	ILLUMINA	SKESA v. 2.2
GCA_049836275.1	PDT002721476.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22PH0258-003-R2	SAMN44049586				Raw chicken		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-03T13:03:08.346	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049857765.1	PDT002727187.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	PNUSAY000796		SAMN48100351		missing	missing	missing	human	USA		2025	CDC		2025-04-22T12:31:03.850	2025-04-22T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049857805.1	PDT002727185.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	PNUSAY000795		SAMN48100366		missing	missing	missing	human	USA		2025	CDC		2025-04-22T12:41:04.577	2025-04-22T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049875765.1	PDT002721411.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica		22PH0068-008-Y5	SAMN44049434				Raw pork		New Zealand	40.90 S 174.88 E	2022	ESR		2024-10-03T13:03:06.780	2024-10-04T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049885435.1	PDT002728645.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	250013640		SAMN48117221				stool	human	USA:Minnesota		2025-02-13	Minnesota Department Of Health		2025-04-23T10:36:04.487	2025-04-23T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049914075.1	PDT002730710.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	PNUSAY000802		SAMN48138868		missing	missing	missing	human	USA		2025	CDC		2025-04-24T17:21:04.487	2025-04-24T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049914115.1	PDT002730709.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	PNUSAY000801		SAMN48138867		missing	missing	missing	human	USA		2025	CDC		2025-04-24T17:21:04.097	2025-04-24T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049947665.1	PDT002732006.1		Contig		PRJNA481015	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	01729497		SAMN48150859		Homo sapiens	Not available	human		United Kingdom: United Kingdom	Missing	2025-04	PHE		2025-04-25T15:06:05.620	2025-04-26T00:50:16.640	ILLUMINA	SKESA v. 2.2
GCA_049947705.1	PDT002732005.1		Contig		PRJNA481015	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	01729266		SAMN48150857		Homo sapiens	Not available	human		United Kingdom: United Kingdom	Missing	2025-04	PHE		2025-04-25T15:06:04.673	2025-04-26T00:50:16.627	ILLUMINA	SKESA v. 2.2
GCA_049965375.1	PDT002737716.1		Contig		PRJNA481015	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	01731387		SAMN48160262		Homo sapiens	Not available	human		United Kingdom: United Kingdom	Missing	2025-04	PHE		2025-04-27T15:06:03.537	2025-04-28T00:50:21.053	ILLUMINA	SKESA v. 2.2
GCA_049984785.1	PDT002738476.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	PNUSAY000799		SAMN48183519		missing	missing	missing	human	USA		2024	CDC		2025-04-28T16:26:03.697	2025-04-28T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049985045.1	PDT002738460.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	PNUSAY000798		SAMN48183271		missing	missing	missing	human	USA		2025	CDC		2025-04-28T16:16:05.833	2025-04-28T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049985065.1	PDT002738462.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	PNUSAY000800		SAMN48183268		missing	missing	missing	human	USA		2025	CDC		2025-04-28T16:16:05.143	2025-04-28T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049990205.1	PDT002738233.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	PNUSAY000805		SAMN48182659		missing	missing	missing	human	USA		2025	CDC		2025-04-28T15:06:07.020	2025-04-28T00:00:00.000	ILLUMINA	SKESA v. 2.2
GCA_049990425.1	PDT002738206.1		Contig		PRJNA514245	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	PNUSAY000804		SAMN48182691		missing	missing	missing	human	USA		2025	CDC		2025-04-28T15:11:07.140	2025-04-28T00:00:00.000	ILLUMINA	SKESA v. 2.2
